Student_Id,Question,Answer Choices,Answer,Difficulty,Assigned Points
Candidate 444,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3]
B) [4, 5, 6]
C) [1, 2, 3, 4, 5, 6]
D) [1, 2, 3, [4, 5, 6]]","D) [1, 2, 3, [4, 5, 6]]",easy,0.75
Candidate 444,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",," menu = {""Ribbe"": 145.90, ""Pinnekjøtt"": 155.90, ""Lutefisk"": 135.90, ""Nøttestek"": 135.
 
def display_menu_item(menu, menu_item):
      print(f""Meny:\n {menu['navn']} - {menu['pris'] kr}"")",medium,0.4
Candidate 444,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"def place_order(ribbe=0, pinne=0, lute=0, nut=0, rein=0):
    bestilt_menu = {}
    Ribbe = ribbe
    Pinne = pinne
    Lute = lute
    Nut = nut
    Rein = rein
    if Rein > 0:
        print(""Buhuu"")
        continue
    bestilt_menu.append(Ribbe)
    bestilt_menu.append(Pinne)
    bestilt_menu.append(Lute)
    bestilt_menu.append(Nut)
    bestilt_menu.append(Rein)
        return bestilt_menu
        
    ",medium,0.4
Candidate 444,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",,"def calculate_total(menu, order):
      order = menu.values()
      fullstendig_pris = 0
      for rett in menu(order):
           fullstendig_pris += rett
      return fullstendig_pris


def display_cost(menu, order):
    order = menu.keys()
    fullstendig_pris = 0
    for rett in menu(order): 
        fullstendig_pris += rett
    antall = 0 
    for rett in menu:
        antall = menu.count(order)
    for menyer_bestilt in menu:
    print(f""{order} - (antall) - {fullstendig_pris} kr\n\n"")
        
    ",medium,0.4
Candidate 444,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",,"def confirm_order(order_cost):
    kunde_bestilling = input(f'Den totale prisen er {order_cost} kr, godtar du best
    if bruker_input == ""yes"":
        print(""Rudolf er grønn på nesen!"")
        return True
    else:
        print(""Rudolf er rød på nesen"")
        return False
    
",medium,0.0
Candidate 444,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",," Bestillingsliste = []

 def record_order(history_list, order):
       for navn, pris in order.items():
            history_list.append(order)

",medium,0.0
Candidate 444,"Filhåndtering.
Når dagen er over og restauranten stenger slår Rudolf av systemet for å spare strøm. Han
trenger derfor en måte å lagre ordrehistorikken på selv når strømmen er avslått, og for å kunne
hente den fram igjen ved en annen anledning. Han bestemmer seg for å lagre hver bestilling til en
fil etterhvert som de kommer inn.

I denne oppgaven skal du definere to funksjoner, en for å skrive til en fil og en for å lese fra en fil.
Filen bør være en json-fil.
Del A og del B teller likt.

A)
Definer en funksjon som skal hete save_order_to_file(). Denne skal ta minst 2 parametere:
   file_name - navnet på filen det skal lagres til - en string
   order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary

Funksjonen skal så lagre bestillingen (order) til filen.
Merk at tanken bak funksjonen er at den skal lagre én ordre per fil.

B)
Definer en funksjon som skal hete load_order_from_file(). Denne skal ta minst 1 parameter:
     file_name - navnet på filen det skal leses fra - en string

Dersom filen ikke finnes skal det skrives ut ""Fant ikke filen"".
Funksjonen skal lese fra filen og returnere innholdet fra filen.


Skriv ditt svar her",,"import json
def save_order_to_file(file_name, order):
      lagre_meny = ""lagret_meny.json""
      with open(lagret_meny, 'w') as json_file:
           json.dump(lagre_meny, order)
    
    
def load_order_from_file(file_name):
      try: 
          with open(file_name) as json_file:
                lagret_meny = json.load(json_file)
      except FileNotFoundError:
          print(""Fant ikke filen"")
      else:
          return lagret_meny",medium,0.4
Candidate 445,"Hvordan starter du en while-loop?
Velg ett alternativ:","A) while x > y:
B) while x > y
C) x < y while {
D) while (x > y)",A) while x > y:,easy,0.75
Candidate 445,"Hvilken syntaks er korrekt for å opprette en funksjon? 
Velg ett alternativ:","A) create myFunction():
B) gen myFunction():
C) function myFunction():
D) def myFunction():",D) def myFunction():,easy,0.5
Candidate 445,"Hvilket alternativ passer best til følgende beskrivelse? ""En samling (i form av en fil) med kode-funksjonalitet vi kan importere og benytte i koden vår."" 
Velg ett alternativ:","A) Funksjon
B) Exception
C) For-loop
D) Modul",D) Modul,easy,0.25
Candidate 445,"Hvilken av disse samlingene definerer en liste? 
Velg ett alternativ:","A) {""species"": ""honey badger"", ""name"": ""Nils""}
B) {""dog"", ""cat"", ""honey badger""}
C) (""dog"", ""cat"", ""honey badger"")
D) [""dog"", ""cat"", ""honey badger""]","D) [""dog"", ""cat"", ""honey badger""]",medium,1.5
Candidate 445,"Hvilken operator kan brukes til å gi en variabel en ny verdi? 
Velg ett alternativ:","A) ==
B) >
C) +=
D) !=",C) +=,easy,0.5
Candidate 445,"Hvilken av de følgende kodelinjene oppretter en for-løkke som vil kjøre 6 ganger? 
Velg ett alternativ","A) for number in numbers[6]
B) for number < 6:
C) for 0 in 6:
D) for number in range(6):",D) for number in range(6):,medium,1.0
Candidate 445,"Hvilken av de følgende kodelinjene legger til et nytt element på slutten av listen? 

animals = [""dog"", ""cat""] 
cow = ""cow"" 
Velg ett alternativ:","A) animals.pop(cow)
B) animals[""cow""] = cow
C) animals.append(cow)
D) animals[-1] = cow",C) animals.append(cow),easy,0.5
Candidate 445,"Hva brukes elif til i Python? 
Velg ett alternativ:","A) Det brukes som nøkkelord for kode som alltid skal kjøres i en if-test.
B) Det finnes ikke noe nøkkelord som heter elif i Python
C) Vi må ha med elif på slutten av en løkke..
D) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.","D) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.",easy,0.5
Candidate 445,"Hvilket alternativ passer best til følgende beskrivelse?:

""En navngitt referanse til en verdi.""

Velg ett alternativ:","A) Liste
B) Variabel
C) Funksjon
D) Klasse",B) Variabel,easy,0.25
Candidate 445,"Hvis du ønsker at en kodesekvens bare skal kjøre under visse forutsetninger, hva ville du
benyttet?

Velg ett alternativ:","A) Aritmetiske operatorer
B) If-test
C) Klasse
D) Modul",B) If-test,easy,0.0
Candidate 445,"Hvilket alternativ passer best til følgende beskrivelse?

""En itererende sekvens av kodelinjer"".

Velg ett alternativ:","A) For-loop
B) Modul
C) Klasse
D) Funksjon",A) For-loop,easy,0.25
Candidate 445,"Hva brukes pass til i Python?

Velg ett alternativ:","A) Oppretter en feilmelding.
B) Hopper over resten av koden i nåværende iterasjon av en løkke.
C) Brukes som placeholder, gjør ingenting i seg selv.
D) Brukes for å lage en løkke.",B) Hopper over resten av koden i nåværende iterasjon av en løkke.,easy,0.5
Candidate 445,"Hvilke av de følgende kodelinjene KAN være eksempler hvor en funksjon blir KALT? Velg ett eller
flere av følgende alternativer:

Velg ett eller flere alternativer","A) result = multiply()
B) add_five += 5
C) multiply(1,3)
D) def add_together(number_1, number_2):
             return number_1 + number_2","D) def add_together(number_1, number_2):
             return number_1 + number_2",medium,1.5
Candidate 445,"Hvordan kan du ikke opprette en dictionary?

Velg ett eller flere alternativer","A) d = {'milk': ['whole', 'skimmed']}
B) d = {42: ""forty two"", 9001: ""ninethousandandone""}
C) d = {('milk', 50), ('butter', 1)}
D) d = {'milk': 2, 'butter': 1}","C) d = {('milk', 50), ('butter', 1)}",easy,0.5
Candidate 445,"Hvilke av de følgende kodelinjene returnerer boolean-verdien True? Velg en eller flere av følgende alternativer: 

Velg ett eller flere alternativer","A) ""Exam"" = ""Exam""
B) True or False
C) 5 <= 2
D) ""Exam"" == ""Exam""","C) 5 <= 2
D) ""Exam"" == ""Exam""",easy,0.5
Candidate 445,"Hvilke av de følgende kodelinjene kan være eksempler på opprettelse av en ny variabel? Velg en
eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) age += 1
B) name = ""Olav Stang""
C) name = make_random_name()
D) print(name)","B) name = ""Olav Stang""",medium,0.5
Candidate 445,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
B) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.
C) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
D) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)",D) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes),easy,0.75
Candidate 445,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det brukes til å sortere lister.
B) Det er et reservert nøkkelord til bruk i if-setninger.
C) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.
D) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.","B) Det er et reservert nøkkelord til bruk i if-setninger.
D) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.",easy,0.5
Candidate 445,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Runde av flyt-tall til valgt antall desimaler.
B) Generere tilfeldige tall.
C) Konvertere heltall til en string.
D) Kalle på metoder som fins i foreldreklassen.",D) Kalle på metoder som fins i foreldreklassen.,medium,0.5
Candidate 445,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Avslutte en funksjon.
B) Få en løkke til å gå uendelig.
C) Avslutte hele programmet.
D) Hoppe over resten av koden i nåværende iterasjon av en løkke.",D) Hoppe over resten av koden i nåværende iterasjon av en løkke.,easy,0.25
Candidate 445,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) >
B) !=
C) <
D) ==",B) !=,medium,1.5
Candidate 445,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 21
B) 0
C) 6
D) 20",C) 6,easy,0.0
Candidate 445,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 22
B) 0
C) -10
D) 8",C) -10,easy,0.0
Candidate 445,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob!""
B) ""Hei, Bob! Alder: None""
C) ""Hei, Bob! Alder: 25""
D) ""Hei, Bob! age=25""","C) ""Hei, Bob! Alder: 25""",medium,1.5
Candidate 445,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [4, 5, 6]
B) [1, 2, 3, [4, 5, 6]]
C) [1, 2, 3, 4, 5, 6]
D) [1, 2, 3]","C) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 445,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",,"display_menu_item(menu,""Ribbe"",""Pinnekjøtt"",""Lutefisk"",""Nøttestek"",""Reindsdyrstek"")
 
# funksjon med pris på matrettene
menu_item_pris = (""Ribbe"" = float(145,90),
                  ""Pinnekjøtt""=  float(155,90),
                  ""lutefisk"" = float(135,90),
                  ""Nøttestek"" = float(135,90),
                  ""Reindsdyrstek"" = float(155,90))
 
# printer menyen med navn og pris
def display_menu_item(menu):
      print(f""Meny:{display_menu_item}-{menu_item_pris}kr"") 

#usikker om dette er riktig fordi jeg får ikke kjøre koden og sjekke om det funker


",medium,0.4
Candidate 445,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"ny_bestilling = place_order(ribbe=0,pinne=0,lute=0,nut=0,rein=0)
 
velg_fra_menyen = (int(f""Hva vil du bestille fra menyen:""))
 
if velg_fra_menyen == ""ribbe"":
    place_order(ribbe + 1)
    
elif velg_fra_menyen == ""pinne"":
    place_oreder(pinne + 1)
 elif velg_fra_menyen == ""lute"":
    place_oreder(lute + 1)
    
elif velg_fra_menyen == ""nut"":
    place_oreder(nut + 1)
    
elif velg_fra_menyen == ""rein"":
    place_oreder(rein + 1)
    print(""Buhuu"")
 else:
    print(""Velg noe fra menyen"")
 print(ny_bestilling)

",medium,0.4
Candidate 445,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",," ny_bestilling = place_order(ribbe=3,lute=2)

 menu_item_pris = (""ribbe"" = float(145,90),
 ""lute"" = float(135,90)

 def calculate_total(menu_item_pris,ny_bestilling):
       total_sum = menu_item_pris * ny_bestilling
       print(calculate_total)

def display_cost(ny_bestilling,calculate_total):
    print(f""{ny_bestilling}-{total_suml}kr"")



",medium,0.0
Candidate 445,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",,"ny_bestilling = place_order(ribbe=3,lute=2)
 
menu_item_pris = (""ribbe"" = float(145,90),
                  ""lute"" = float(135,90)
 
def calculate_total(menu_item_pris,ny_bestilling):
    total_sum = menu_item_pris * ny_bestilling
    print(calculate_total)
 
def display_cost(ny_bestilling,calculate_total):
    print(f""{ny_bestilling}-{total_suml}kr"")
 
confirm_order(total_sum)
 
user_input = int(f""Den totale prisen er {total_sum}kr, godtar du bestillingen? yes/
 
if user_input == ""Ja"":
    print(""Rudolf er grønn på nesen!"")
else:
    print(""Rudolf er rød på nesen!!!"")


",medium,0.4
Candidate 445,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",,"ny_bestilling = place_order(ribbe=0,pinne=0,lute=0,nut=0,rein=0)
 
velg_fra_menyen = (int(f""Hva vil du bestille fra menyen:""))
 
if velg_fra_menyen == ""ribbe"":
    place_order(ribbe + 1)
    
elif velg_fra_menyen == ""pinne"":
    place_oreder(pinne + 1)
 elif velg_fra_menyen == ""lute"":
    place_oreder(lute + 1)
    
elif velg_fra_menyen == ""nut"":
    place_oreder(nut + 1)
    
elif velg_fra_menyen == ""rein"":
    place_oreder(rein + 1)
    print(""Buhuu"")
 
else:
    print(""Velg noe fra menyen"")
 
print(ny_bestilling)

order_history = []
 
def record_order(order_history, ny_bestilling):
    order_history == ny_bestilling
    print(order_history)",medium,0.4
Candidate 445,"Filhåndtering.
Når dagen er over og restauranten stenger slår Rudolf av systemet for å spare strøm. Han
trenger derfor en måte å lagre ordrehistorikken på selv når strømmen er avslått, og for å kunne
hente den fram igjen ved en annen anledning. Han bestemmer seg for å lagre hver bestilling til en
fil etterhvert som de kommer inn.

I denne oppgaven skal du definere to funksjoner, en for å skrive til en fil og en for å lese fra en fil.
Filen bør være en json-fil.
Del A og del B teller likt.

A)
Definer en funksjon som skal hete save_order_to_file(). Denne skal ta minst 2 parametere:
   file_name - navnet på filen det skal lagres til - en string
   order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary

Funksjonen skal så lagre bestillingen (order) til filen.
Merk at tanken bak funksjonen er at den skal lagre én ordre per fil.

B)
Definer en funksjon som skal hete load_order_from_file(). Denne skal ta minst 1 parameter:
     file_name - navnet på filen det skal leses fra - en string

Dersom filen ikke finnes skal det skrives ut ""Fant ikke filen"".
Funksjonen skal lese fra filen og returnere innholdet fra filen.


Skriv ditt svar her",,"ny_bestilling = place_order(ribbe=0,pinne=0,lute=0,nut=0,rein=0)
 
velg_fra_menyen = (int(f""Hva vil du bestille fra menyen:""))
 
if velg_fra_menyen == ""ribbe"":
    place_order(ribbe + 1)
    
elif velg_fra_menyen == ""pinne"":
    place_oreder(pinne + 1)
 
elif velg_fra_menyen == ""lute"":
    place_oreder(lute + 1)
    
elif velg_fra_menyen == ""nut"":
    place_oreder(nut + 1)
    
elif velg_fra_menyen == ""rein"":
    place_oreder(rein + 1)
    print(""Buhuu"")
 
else:
    print(""Velg noe fra menyen"")
 
print(ny_bestilling)

order_history = []
 
def record_order(order_history, ny_bestilling):
      order_history == ny_bestilling
      print(order_history)",medium,0.4
Candidate 446,"Hvordan starter du en while-loop?
Velg ett alternativ:","A) while x > y:
B) x < y while {
C) while (x > y)
D) while x > y",A) while x > y:,easy,0.75
Candidate 446,"Hvilken syntaks er korrekt for å opprette en funksjon? 
Velg ett alternativ:","A) def myFunction():
B) function myFunction():
C) create myFunction():
D) gen myFunction():",A) def myFunction():,easy,0.75
Candidate 446,"Hvilket alternativ passer best til følgende beskrivelse? ""En samling (i form av en fil) med kode-funksjonalitet vi kan importere og benytte i koden vår."" 
Velg ett alternativ:","A) For-loop
B) Modul
C) Exception
D) Funksjon",B) Modul,medium,0.5
Candidate 446,"Hvilken av disse samlingene definerer en liste? 
Velg ett alternativ:","A) [""dog"", ""cat"", ""honey badger""]
B) {""dog"", ""cat"", ""honey badger""}
C) {""species"": ""honey badger"", ""name"": ""Nils""}
D) (""dog"", ""cat"", ""honey badger"")","A) [""dog"", ""cat"", ""honey badger""]",easy,0.75
Candidate 446,"Hvilken operator kan brukes til å gi en variabel en ny verdi? 
Velg ett alternativ:","A) !=
B) >
C) ==
D) +=",D) +=,easy,0.0
Candidate 446,"Hvilken av de følgende kodelinjene oppretter en for-løkke som vil kjøre 6 ganger? 
Velg ett alternativ","A) for number in range(6):
B) for number in numbers[6]
C) for 0 in 6:
D) for number < 6:",A) for number in range(6):,medium,1.0
Candidate 446,"Hvilken av de følgende kodelinjene legger til et nytt element på slutten av listen? 

animals = [""dog"", ""cat""] 
cow = ""cow"" 
Velg ett alternativ:","A) animals.append(cow)
B) animals[""cow""] = cow
C) animals[-1] = cow
D) animals.pop(cow)",A) animals.append(cow),easy,0.75
Candidate 446,"Hva brukes elif til i Python? 
Velg ett alternativ:","A) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.
B) Det brukes som nøkkelord for kode som alltid skal kjøres i en if-test.
C) Vi må ha med elif på slutten av en løkke.
D) Det finnes ikke noe nøkkelord som heter elif i Python.","A) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.",easy,0.5
Candidate 446,"Hvilket alternativ passer best til følgende beskrivelse?:

""En navngitt referanse til en verdi.""

Velg ett alternativ:","A) Liste
B) Klasse
C) Funksjon
D) Variabel",D) Variabel,easy,0.25
Candidate 446,"Hvis du ønsker at en kodesekvens bare skal kjøre under visse forutsetninger, hva ville du
benyttet?

Velg ett alternativ:","A) Modul
B) Aritmetiske operatorer
C) Klasse
D) If-test",D) If-test,easy,0.25
Candidate 446,"Hvilket alternativ passer best til følgende beskrivelse?

""En itererende sekvens av kodelinjer"".

Velg ett alternativ:","A) For-loop
B) Klasse
C) Modul
D) Funksjon",A) For-loop,easy,0.25
Candidate 446,"Hva brukes pass til i Python?

Velg ett alternativ:","A) Oppretter en feilmelding.
B) Brukes for å lage en løkke.
C) Hopper over resten av koden i nåværende iterasjon av en løkke.
D) Brukes som placeholder, gjør ingenting i seg selv.","D) Brukes som placeholder, gjør ingenting i seg selv.",easy,0.75
Candidate 446,"Hvilke av de følgende kodelinjene KAN være eksempler hvor en funksjon blir KALT? Velg ett eller
flere av følgende alternativer:

Velg ett eller flere alternativer","
A) def add_together(number_1, number_2):
             return number_1 + number_2
B) add_five += 5
C) multiply(1,3)
D) result = multiply()","C) multiply(1,3)",easy,0.25
Candidate 446,"Hvordan kan du ikke opprette en dictionary?

Velg ett eller flere alternativer","A) d = {('milk', 50), ('butter', 1)}
B) d = {42: ""forty two"", 9001: ""ninethousandandone""}
C) d = {'milk': 2, 'butter': 1}
D) d = {'milk': ['whole', 'skimmed']}","A) d = {('milk', 50), ('butter', 1)}
B) d = {42: ""forty two"", 9001: ""ninethousandandone""}",easy,0.75
Candidate 446,"Hvilke av de følgende kodelinjene returnerer boolean-verdien True? Velg en eller flere av følgende alternativer: 

Velg ett eller flere alternativer","A) ""Exam"" = ""Exam""
B) True or False
C) ""Exam"" == ""Exam""
D) 5 <= 2","B) True or False
C) ""Exam"" == ""Exam""",hard,1.5
Candidate 446,"Hvilke av de følgende kodelinjene kan være eksempler på opprettelse av en ny variabel? Velg en
eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) print(name)
B) name = make_random_name()
C) name = ""Olav Stang""
D) age += 1","B) name = make_random_name()
C) name = ""Olav Stang""",medium,1.0
